Restaurant Name,City,Address,Locality,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Rating color,Rating text,Votes,Country
Mx Corn,Noida,"Lower Ground Floor, Logix City Centre, Sector 32, Near, Sector 34, Noida","Logix City Centre, Sector 32, Noida",77.3537531,28.5744067,Fast Food,100,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,0,India
The Gaming Vegas,Noida,"301, The Gaming Vegas, Logix City Center, Sector 32, Near Sector 34, Noida","Logix City Centre, Sector 32, Noida",77.3535737,28.5743001,Fast Food,400,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,0,India
Chicago Pizza,Noida,"Food Court, 3rd Floor, Logix City Centre, Sector 32, Near, Sector 34, Noida","Logix City Centre, Sector 32, Noida",77.3535737,28.5743001,Pizza,600,Indian Rupees(Rs.),No,Yes,No,2,2.3,Red,Poor,8,India
Mr. Sub,Noida,"Logix City Centre, Sector 32, Near Sector 34, Noida","Logix City Centre, Sector 32, Noida",77.3536634,28.5743086,Fast Food,400,Indian Rupees(Rs.),No,Yes,No,1,2.3,Red,Poor,27,India
Kwality Wall's Swirl's,Noida,"C-28/29, Food Court, Tower B, Logix Cyber Park, Sector 62, Noida","Logix Cyber Park, Sector 62, Noida",77.3665825,28.6123732,"Ice Cream, Desserts",200,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,0,India
My Corn,Noida,"C-28/29, Food Court, Tower B, Logix Cyber Park, Sector 62, Noida","Logix Cyber Park, Sector 62, Noida",77.3666722,28.6127402,Fast Food,100,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,0,India
Flluid - Mosaic Hotels,Noida,"Mosaic Hotels, C-1, Sector 18, Noida","Mosaic Hotels, Sector 18, Noida",77.32554484,28.57102038,"Continental, North Indian, Mexican",2200,Indian Rupees(Rs.),Yes,No,No,4,3.2,Orange,Average,135,India
Latitude - Mosaic Hotels,Noida,"Mosaic Hotels, C-1, Sector 18, Noida","Mosaic Hotels, Sector 18, Noida",77.32554484,28.57102038,"North Indian, Chinese",1700,Indian Rupees(Rs.),Yes,No,No,3,3.3,Orange,Average,61,India
Baker's Zone,Noida,"MSX Mall, Site 4, Greater Noida, Noida","MSX Mall, Greater Noida",77.5278832,28.4580751,Bakery,200,Indian Rupees(Rs.),No,Yes,No,1,2.9,Orange,Average,9,India
Chakna,Noida,"Shop 1 & 2, Food Court, 3rd Floor, MSX Mall, Greater Noida, Noida","MSX Mall, Greater Noida",77.5283078,28.4580334,"North Indian, Chinese",450,Indian Rupees(Rs.),No,Yes,No,1,2.7,Orange,Average,5,India
Get Set Go,Noida,"2nd Floor, MSX Mall, Swarn Nagari, Greater Noida, Noida","MSX Mall, Greater Noida",77.5282389,28.4580767,"North Indian, Chinese, Continental",800,Indian Rupees(Rs.),No,No,No,2,3.1,Orange,Average,5,India
Sip & Snacks,Noida,"MSX Mall, Greater Noida, Noida","MSX Mall, Greater Noida",77.5282182,28.4579354,"Chinese, North Indian",550,Indian Rupees(Rs.),No,Yes,No,2,3.2,Orange,Average,6,India
The Anna,Noida,"Shop 135, MSX Mall, Surajpur Site IV, Delhi NCR, Greater Noida, Noida","MSX Mall, Greater Noida",77.5279942,28.4580493,"Chinese, South Indian, Fast Food",400,Indian Rupees(Rs.),No,Yes,No,1,2.8,Orange,Average,19,India
Kathi Junction,Noida,"Shop 132, Ground Floor, MSX Mall, Greater Noida, Noida","MSX Mall, Greater Noida",77.5281474,28.4578535,Fast Food,400,Indian Rupees(Rs.),No,Yes,No,1,3.5,Yellow,Good,83,India
Golden Chaat,Noida,"Ground Floor, MSX Mall, Greater Noida, Noida","MSX Mall, Greater Noida",77.5281286,28.4581066,Fast Food,100,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,2,India
Malt n Brew,Noida,"Park Ascent, Plot 126, Noida Khoda Road, Opposite IIM Lucknow Noida Campus, Sector 62, Noida","Park Ascent, Sector 62, Noida",0.0,0.0,"North Indian, Continental, Chinese",2000,Indian Rupees(Rs.),Yes,No,No,4,0.0,White,Not rated,0,India
Cakewalk - Park Plaza,Noida,"Park Plaza Hotel, C Block, Sector 55, Noida","Park Plaza Hotel, Sector 55, Noida",77.3506896,28.6038697,Bakery,500,Indian Rupees(Rs.),No,No,No,2,3.4,Orange,Average,25,India
New Town Lounge - Park Plaza,Noida,"Park Plaza Hotel, C Block, Sector 55, Noida","Park Plaza Hotel, Sector 55, Noida",77.3503437,28.6039396,Continental,2000,Indian Rupees(Rs.),Yes,No,No,4,3.2,Orange,Average,32,India
New Town Cafe - Park Plaza,Noida,"Park Plaza Hotel, C Block, Sector 55, Noida","Park Plaza Hotel, Sector 55, Noida",77.3497156,28.6037907,"Continental, Chinese, North Indian",2800,Indian Rupees(Rs.),Yes,No,No,4,4.1,Green,Very Good,228,India
S-18 - Radisson Blu,Noida,"Radisson Blu Hotel, L-2, Sector 18, Noida","Radisson Blu, Sector 18, Noida",77.32218973,28.56859793,"Mediterranean, Continental, North Indian, Italian",3200,Indian Rupees(Rs.),Yes,No,No,4,3.5,Yellow,Good,218,India
Foodicious,Noida,"B 33/ K 1C, Sector 1, Noida",Sector 1,77.3129503,28.5872879,"Fast Food, Street Food",300,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,0,India
Rasoi Dil Se,Noida,"B-40/B-3, Near Canara Bank, Sector 1, Noida",Sector 1,77.31409,28.5891934,"North Indian, Chinese, Continental",400,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,2,India
Chip Chap Shahi Corner,Noida,"C-117, Near Kohli Dharam Kanta, Sector 10, Noida",Sector 10,77.3251735,28.5949741,North Indian,200,Indian Rupees(Rs.),No,No,No,1,2.9,Orange,Average,12,India
Mother's Kitchen,Noida,"D 205, Sector 10, Noida",Sector 10,77.333568,28.5922973,North Indian,100,Indian Rupees(Rs.),No,No,No,1,2.9,Orange,Average,6,India
Food Express,Noida,"C-94, Sector 10, Noida",Sector 10,77.33208809,28.58894661,"North Indian, Mughlai, Chinese",500,Indian Rupees(Rs.),No,No,No,2,0.0,White,Not rated,2,India
Lemonier,Noida,"B-109, 2nd Floor, Sector 10, Noida",Sector 10,77.3307374,28.5881489,Bakery,200,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,0,India
Punjabi Zaika,Noida,"B-2, Sector 10, Noida",Sector 10,77.3303336,28.5878866,North Indian,200,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,0,India
Robins Sweets & Restaurant,Noida,"C-136, Gautam Budh Nagar, Sector 10, Noida",Sector 10,77.3323864,28.5914816,North Indian,350,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,1,India
TBH äóñ To Be Healthy,Noida,"C-225, Sector 10, Noida",Sector 10,77.331231,28.589854,"Juices, Healthy Food",500,Indian Rupees(Rs.),No,Yes,No,2,4.0,Green,Very Good,76,India
Mehfill,Noida,"1 & 4, L Block Market, Behind Metro Hospital, Sector 11, Noida",Sector 11,77.3355334,28.597946,"North Indian, Chinese, Mughlai",600,Indian Rupees(Rs.),No,Yes,No,2,2.7,Orange,Average,90,India
Punjabi Pakwaan,Noida,"Shop 39 & 40, L-93-A, Sector 11, Noida",Sector 11,77.3357155,28.5977441,"North Indian, Chinese",800,Indian Rupees(Rs.),Yes,Yes,No,2,3.3,Orange,Average,34,India
Santushti,Noida,"21, L Block Market, Behind Metro Hospital, Sector 11, Noida",Sector 11,77.335798,28.5976276,"South Indian, North Indian, Chinese",300,Indian Rupees(Rs.),No,Yes,No,1,2.6,Orange,Average,70,India
Uncle's,Noida,"S-17 &18, L Block Market, Sector 11, Noida",Sector 11,77.3358973,28.5976456,"North Indian, Mughlai, Chinese",600,Indian Rupees(Rs.),No,Yes,No,2,3.4,Orange,Average,190,India
Cafe Limelight,Noida,"T 36, Shop 6, Near Power House, Sector 11, Noida",Sector 11,77.338766,28.6003782,"Cafe, North Indian, Italian",900,Indian Rupees(Rs.),No,Yes,No,2,3.7,Yellow,Good,38,India
Rendezvous Adda,Noida,"Shop H 17-27,  Near Sahara India LTD, Sector 11, Noida",Sector 11,0.0,0.0,"North Indian, Bengali",400,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,0,India
Wow Noodle,Noida,"L Block Market, Behind Metro Hospital, Sector 11, Noida",Sector 11,77.335507,28.5978273,Chinese,550,Indian Rupees(Rs.),No,Yes,No,2,0.0,White,Not rated,0,India
Wraps Cafe,Noida,"L Block Market, Behind Metro Hospital, Sector 11, Noida",Sector 11,77.3356238,28.5976592,"Fast Food, North Indian",400,Indian Rupees(Rs.),No,Yes,No,1,0.0,White,Not rated,2,India
Alley's Urbane Cafe,Noida,"Main Road, Opposite Pathways Noida, Near PNB, Sector 104, Near Sector 110, Noida",Sector 110,77.36543566,28.5391348,"Cafe, Italian, Chinese",400,Indian Rupees(Rs.),No,No,No,1,3.2,Orange,Average,33,India
Backstreet Kitchen,Noida,"12-A, Near Community Centre, Sector 104, Near, Sector 110, Noida",Sector 110,77.36520298,28.53920932,"North Indian, Mughlai, Chinese",500,Indian Rupees(Rs.),No,Yes,No,2,3.4,Orange,Average,33,India
Berco's,Noida,"104, Hazipur, Sector 104, Near Sector 110, Noida",Sector 110,77.365561,28.538929,"Chinese, Thai",1100,Indian Rupees(Rs.),Yes,No,No,3,3.1,Orange,Average,9,India
Breaktym,Noida,"Near Lotus Boulevrd, Gate 4, Sector 100, Near Sector 110, Noida",Sector 110,77.369517,28.545627,"North Indian, Mughlai",400,Indian Rupees(Rs.),No,Yes,No,1,2.6,Orange,Average,11,India
Chawla's 2,Noida,"A-2/17, Main Market, Opposite Kendriya Vihar, Sector 110, Noida",Sector 110,77.38715278,28.53304444,"North Indian, Mughlai, Chinese",1400,Indian Rupees(Rs.),No,Yes,No,3,2.5,Orange,Average,12,India
Chicken Kraft,Noida,"Shop 39-A, Behind HDFC Bank, Sector 110, Noida",Sector 110,77.38628581,28.53268571,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,1,2.9,Orange,Average,4,India
Chinese By Nature,Noida,"GDA Market, Near HDFC Bank",Sector 110,77.38746263,28.53393492,Chinese,400,Indian Rupees(Rs.),No,No,No,1,2.9,Orange,Average,19,India
DV's Chinese Kitchen,Noida,"Near ICICI Bank, GB Nagar, Sector 110, Noida",Sector 110,77.38743782,28.53383506,Chinese,300,Indian Rupees(Rs.),No,No,No,1,2.8,Orange,Average,10,India
Evergreen Sweets,Noida,"A-2/27, Opposite Kendriya Vihar, Sector 110, Noida",Sector 110,77.38730572,28.5333408,"Mithai, Street Food",200,Indian Rupees(Rs.),No,No,No,1,2.6,Orange,Average,16,India
Green Chick Chop,Noida,"Shop 32, Block A-2",Sector 110,77.38739792,28.53350929,"Raw Meats, Fast Food, North Indian",350,Indian Rupees(Rs.),No,No,No,1,2.9,Orange,Average,7,India
Hyderabad Delights,Noida,"Shop 12, Opposite Yatharth Hospital, Gejha Road, Sector 110, Noida",Sector 110,77.38514822,28.53280177,"North Indian, Mughlai, Hyderabadi",400,Indian Rupees(Rs.),No,No,No,1,3.3,Orange,Average,13,India
Kabab And Tadka,Noida,"Opposite Pathways School, Main Road, Sector 104, Near Sector 110, Noida",Sector 110,77.36518085,28.5390865,North Indian,600,Indian Rupees(Rs.),No,Yes,No,2,2.5,Orange,Average,36,India
Kanha Bhog,Noida,"A-2/33, Sector 110, Noida",Sector 110,77.38745894,28.53358145,"Mithai, Street Food",150,Indian Rupees(Rs.),No,No,No,1,2.6,Orange,Average,26,India
Mezbaan Jaika Restaurant,Noida,"25, Opposite Kendriya Vihar, Sector 110, Noida",Sector 110,77.3871696,28.53330811,"Biryani, North Indian, Fast Food",500,Indian Rupees(Rs.),No,No,No,2,2.7,Orange,Average,18,India
Pind Balluchi,Noida,"K Shri Plaza, Main Road Hazipur Village, Opposite Pathways School, Sector 104, Near Sector 110, Noida",Sector 110,77.36554932,28.53949767,"Biryani, North Indian, Mughlai",1000,Indian Rupees(Rs.),No,Yes,No,3,2.6,Orange,Average,26,India
Red Capsicum,Noida,"B-7, Sector 110, Noida",Sector 110,77.386751,28.533164,North Indian,500,Indian Rupees(Rs.),No,Yes,No,2,2.6,Orange,Average,25,India
Singh Foods,Noida,"Opposite Pathway School, Sector 110, Noida",Sector 110,77.36533742,28.53922405,"North Indian, Mughlai",700,Indian Rupees(Rs.),No,Yes,No,2,3.2,Orange,Average,7,India
Sparrows At Home Bakery & Cafe,Noida,"First Floor, KM-01, Sector 104, Sector 110, Noida",Sector 110,77.3682633,28.54079875,"Cafe, Bakery",500,Indian Rupees(Rs.),No,No,No,2,3.3,Orange,Average,13,India
The New Koyla Kitchen,Noida,"162-A, Sector 110, Noida",Sector 110,77.38676123,28.53422092,"North Indian, Chinese",600,Indian Rupees(Rs.),No,Yes,No,2,2.7,Orange,Average,36,India
Theyö_ö«ó,Noida,"A2/11, First Floor, Sector 110 Main Market, Sector 110, Noida",Sector 110,77.38501411,28.52840456,"North Indian, Mughlai, Chinese",800,Indian Rupees(Rs.),No,Yes,No,2,3.4,Orange,Average,13,India
Your Spicy Kitchen,Noida,"Shop 10, Vivek Vihar, Sector-82, Near, Sector 110, Noida",Sector 110,0.0,0.0,"Mughlai, Continental, Chinese",800,Indian Rupees(Rs.),Yes,No,No,2,3.1,Orange,Average,8,India
Yumm Biryani,Noida,"Shop 18, Ashirwad Complex, Sector 104, Near Sector 110",Sector 110,77.36609716,28.53932095,"Biryani, Mughlai",550,Indian Rupees(Rs.),No,Yes,No,2,3.2,Orange,Average,27,India
Aureo Dine & Bake House,Noida,"Shop 9, Block A-3, Sector 110, Noida",Sector 110,77.38755785,28.53404095,"North Indian, Chinese, Continental",1000,Indian Rupees(Rs.),Yes,Yes,No,3,3.5,Yellow,Good,367,India
Being Truckers,Noida,"Opposite Lotus Panache, Sector 110, Noida",Sector 110,77.37825595,28.53174637,Fast Food,550,Indian Rupees(Rs.),No,Yes,No,2,3.8,Yellow,Good,99,India
China Leaf,Noida,"Shop 17, Ashirwad Complex, Sector 104, Near, Sector 110, Noida",Sector 110,77.36627284,28.53928884,"Chinese, Thai",650,Indian Rupees(Rs.),No,Yes,No,2,3.7,Yellow,Good,115,India
Mera Vala Dabba,Noida,"Shop 31, Ashirwaad Complex, Opposite Pathways School, Sector 104, Near Sector 110, Noida",Sector 110,77.366061,28.539277,North Indian,400,Indian Rupees(Rs.),No,Yes,No,1,3.6,Yellow,Good,18,India
Moti Mahal Delux- Legendary Culinary,Noida,"12-A, Ashirwad Shopping Complex, Sector 104, Near Sector 110, Noida",Sector 110,77.36619238,28.53941873,"North Indian, Mughlai",900,Indian Rupees(Rs.),No,Yes,No,2,3.6,Yellow,Good,72,India
Noshh,Noida,"Shop 31, Ashirwaad Complex, Opposite Pathways School, Sector 104 , Noida",Sector 110,77.36621249,28.53921168,North Indian,850,Indian Rupees(Rs.),No,Yes,No,2,3.6,Yellow,Good,56,India
Tadqa Tandoor Express,Noida,"Ground Floor, Main Road, Yadhuvanshi Tower, Opposite Pathways School, Sector 104, Near Sector 110, Noida",Sector 110,77.36540817,28.53905704,"North Indian, Mughlai",750,Indian Rupees(Rs.),No,Yes,No,2,3.6,Yellow,Good,108,India
The Kebab Company,Noida,"Shop 17, Phool Singh Complex, Opposite Pathway School, Sector 104, Near Sector 110, Noida",Sector 110,77.36600563,28.53925998,"Fast Food, North Indian",400,Indian Rupees(Rs.),No,Yes,No,1,3.5,Yellow,Good,21,India
Affamato,Noida,"Shop 6, Sunshine Helios, Sector 78, Near, Sector 110, Noida",Sector 110,0.0,0.0,"Italian, Pizza",400,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,0,India
Ahmed's,Noida,"Main Market, Near ICICI Bank, Sector 110, Noida",Sector 110,77.38754611,28.5337414,Mughlai,200,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,0,India
Caffí© La Poya,Noida,"7, Ashirwad Complex, Sector 104, Near Sector 110, Noida",Sector 110,77.36602105,28.539318,"Cafe, Continental, Fast Food, Italian",600,Indian Rupees(Rs.),No,No,No,2,0.0,White,Not rated,0,India
Chaskaa Restaurant,Noida,"Sector 108, Near Sector 110, Noida",Sector 110,0.0,0.0,"North Indian, Mughlai, Chinese",400,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,1,India
Chawla's 2,Noida,"C-3/18, Main Market, Sector 104, Near Sector 110, Noida",Sector 110,77.36599725,28.53954539,"North Indian, Mughlai, Chinese, Fast Food",700,Indian Rupees(Rs.),No,No,No,2,0.0,White,Not rated,1,India
Chination,Noida,"Sector 110, Noida",Sector 110,77.3869852,28.53309897,Chinese,700,Indian Rupees(Rs.),No,No,No,2,0.0,White,Not rated,3,India
Essen Foods,Noida,"Shop 20, Ashirwad Complex, Opposite PathwaySchool, Sector 104, Near Sector 110, Noida",Sector 110,77.36632314,28.53927854,"North Indian, Chinese, Mughlai",500,Indian Rupees(Rs.),No,No,No,2,0.0,White,Not rated,0,India
Haochi,Noida,"Shop 1 & 2, Lower Ground Floor, Hyde Park, Commercial Complex, Sector 78, Near Sector 110, Noida",Sector 110,0.0,0.0,Chinese,600,Indian Rupees(Rs.),No,No,No,2,0.0,White,Not rated,1,India
Lassilo,Noida,"D 51, Sector 105, Near Sector 110, Noida",Sector 110,0.0,0.0,Fast Food,200,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,0,India
Mittal Bikaneri Sweets,Noida,"A 2/22, Main Market, Sector 110, Noida",Sector 110,77.38711596,28.53319412,"Mithai, Street Food",100,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,0,India
Royale Bakers,Noida,"Opposite Pathway School, Sector 104, Near Sector 110, Noida",Sector 110,77.386751,28.533164,"Bakery, Fast Food, Desserts",350,Indian Rupees(Rs.),No,Yes,No,1,0.0,White,Not rated,0,India
RV's Family Restaurant,Noida,"Near Salarpur Police Chowki, Main Dadri Road, Salarpur Bhangel, Sector 107, Near Sector 110, Noida",Sector 110,0.0,0.0,"North Indian, South Indian, Italian, Chinese",500,Indian Rupees(Rs.),No,No,No,2,0.0,White,Not rated,0,India
The Cake Shop,Noida,"Shop A-79, Opposite Kotak Mahindra Bank, Sector 110, Noida",Sector 110,77.38716993,28.53395848,Bakery,250,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,2,India
Top Food,Noida,"Plot K, Near Watertank, NSEZ, Phase 2,  Near Sector 110, Noida",Sector 110,0.0,0.0,"North Indian, Chinese",300,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,3,India
Uncle's Corner,Noida,"Shop F5, ATS One Hamlet, Sector 104, Sector 110, Noida",Sector 110,0.0,0.0,Fast Food,400,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,1,India
Urban Express,Noida,"Shop 9, Near Yatharth Wellness Hospital, Gejha Road, Sector 110, Noida",Sector 110,77.38702995,28.53300848,North Indian,400,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,0,India
Viddya Chinese Fast Food,Noida,"ATS Lotus Apartment, GB Nagar Sector 110, Sector 110, Noida",Sector 110,77.37790592,28.53197731,"Chinese, Fast Food",300,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,0,India
Domino's Pizza,Noida,"10, Block A-3, Sector 110, Noida",Sector 110,77.38758132,28.53420826,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,2,2.1,Red,Poor,84,India
Kamboj's,Noida,"Shop 1, Near Rama Banquet Hall",Sector 110,77.38638707,28.53210161,"North Indian, Mughlai, Chinese",800,Indian Rupees(Rs.),Yes,Yes,No,2,2.4,Red,Poor,76,India
Pizza Hut Delivery,Noida,"Shop A-4, Block A-3, Main Market, Sector 110, Noida",Sector 110,77.38736574,28.53397527,"Italian, Pizza",800,Indian Rupees(Rs.),No,Yes,No,2,2.3,Red,Poor,94,India
Subway,Noida,"Plot 7, Block A3, Shramik Kunj, Sector 110, Noida",Sector 110,77.38739625,28.53409103,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,No,No,2,2.4,Red,Poor,51,India
The Cake Expert's,Noida,"11, Block A-2, Sector 110, Noida",Sector 110,77.38691278,28.53309132,"Bakery, Desserts, Fast Food",250,Indian Rupees(Rs.),No,Yes,No,1,2.4,Red,Poor,63,India
The Saffron Boutique,Noida,"26 & 27 Ashirwaad Complex, Sector 104, Near, Sector 110, Noida",Sector 110,77.36664299,28.53934598,"North Indian, Chinese",800,Indian Rupees(Rs.),Yes,No,No,2,4.0,Green,Very Good,175,India
Aggarwal Kachori Wale,Noida,"Shop 26, X Block, Near Metro Hospital, Sector 12, Noida",Sector 12,77.3379637,28.597161,North Indian,100,Indian Rupees(Rs.),No,No,No,1,3.0,Orange,Average,9,India
Bakes & Cakes,Noida,"Royal Paradise Hotel, Shop 3 & 4, Y 349C, Near Sabzi Mandi, Sector 12, Noida",Sector 12,77.3440643,28.5968936,Bakery,250,Indian Rupees(Rs.),No,Yes,No,1,3.0,Orange,Average,5,India
Burger's Kitchen,Noida,"Behind Metro Hospital, X Block Market, Sector 12, Noida",Sector 12,77.3382315,28.5971578,Fast Food,350,Indian Rupees(Rs.),No,No,No,1,2.8,Orange,Average,31,India
Jhatpat Khana,Noida,"Y-372, Near City Hospital, Sector 12, Noida",Sector 12,77.3435377,28.596352,North Indian,400,Indian Rupees(Rs.),No,No,No,1,3.0,Orange,Average,7,India
Mahi Rasoi,Noida,"5, Block X-1A, Above Axis Bank, Sector 12, Noida",Sector 12,77.3380039,28.5972511,North Indian,500,Indian Rupees(Rs.),No,Yes,No,2,2.6,Orange,Average,34,India
Night Safari Cafe,Noida,"N-199, First Floor, Sector 12, Noida",Sector 12,77.3387224,28.5923274,Fast Food,300,Indian Rupees(Rs.),No,No,No,1,3.0,Orange,Average,4,India
Saheb's Restaurant,Noida,"3, I-25, Sector 12, Noida",Sector 12,77.3378109,28.5969146,"North Indian, Chinese, Mughlai, Fast Food",550,Indian Rupees(Rs.),No,No,No,2,2.7,Orange,Average,26,India
Scrummy Bites,Noida,"Shop 6, N Block, Sector 12, Noida",Sector 12,77.3372391,28.5931433,"North Indian, Chinese",350,Indian Rupees(Rs.),No,Yes,No,1,3.1,Orange,Average,30,India
Berco's,Noida,"O-1, Sector 12, Noida",Sector 12,77.3388953,28.5939838,"Chinese, Thai",1100,Indian Rupees(Rs.),No,Yes,No,3,3.7,Yellow,Good,1182,India
Cream Bell Scoopers,Noida,"Shop 3, I 25, Near Metro Hospital, Sector 12, Noida",Sector 12,77.3377445,28.5969468,Ice Cream,200,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,2,India
Mayur Kitchen,Noida,"Shop 100, Sabzi Mandi, Sector 12, Noida",Sector 12,77.3439016,28.5972982,"North Indian, Mughlai",500,Indian Rupees(Rs.),No,No,No,2,0.0,White,Not rated,0,India
Raghav Ki Rasoi,Noida,"Z 148, Main Road, Sector 12, Noida",Sector 12,77.3441147,28.5982082,"North Indian, Chinese",350,Indian Rupees(Rs.),No,Yes,No,1,0.0,White,Not rated,0,India
Red Chilli,Noida,"H-Block Market, Near Shiv Mandir, Sector 12, Noida",Sector 12,77.3343957,28.5940266,"North Indian, Chinese, Mughlai",500,Indian Rupees(Rs.),No,No,No,2,0.0,White,Not rated,1,India
Riyaz Biryani Corner,Noida,"29, Block X, 1A, Sector 12 Market, Sector 12, Noida",Sector 12,77.3381282,28.5973644,Biryani,200,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,1,India
Standard Sweets & Confectioners,Noida,"Shop P 38/7, Sector 12, Noida",Sector 12,77.3395869,28.5948476,"Mithai, Street Food",150,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,3,India
Standard Sweets,Noida,"Shop 6,7, Y-349, Sector 12, Noida",Sector 12,77.3441252,28.5969498,"Mithai, Street Food",150,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,1,India
Sushma Homemade Tiffin,Noida,"Z Block, Sector 12, Noida",Sector 12,0.0,0.0,"North Indian, South Indian",200,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,0,India
The Tasty Corner,Noida,"C-block, Shop 31, Sector 12, Noida",Sector 12,77.3355321,28.5919342,"North Indian, Chinese",300,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,0,India
The Zaika King,Noida,"Shop X-1 A, 17, Behind Metro Hospital, Sector 12, Noida",Sector 12,77.338294,28.597161,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,No,No,2,0.0,White,Not rated,3,India
Tiffinhunt,Noida,"N-198, Sector 12, Noida",Sector 12,77.3386901,28.5923266,North Indian,200,Indian Rupees(Rs.),No,Yes,No,1,0.0,White,Not rated,1,India
Top Burger,Noida,"Shop 3N4, Block Y, Sector 12, Noida",Sector 12,77.3440914,28.5969249,Fast Food,200,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,1,India
Aggarwal Sweet Shop,Noida,"8, Royal Paradise Shopping Complex, Y 349C, Near Sabzi Mandi, Sector 12, Noida",Sector 12,77.3441785,28.5970594,"Mithai, Street Food",150,Indian Rupees(Rs.),No,Yes,No,1,2.3,Red,Poor,15,India
Hungry - I,Noida,"KO-12, Ground Floor, Near Amity University, Sector 126, Near Sector 125, Noida",Sector 125,77.332072,28.5493465,"Cafe, Italian, Continental, Chinese",450,Indian Rupees(Rs.),No,Yes,No,1,2.6,Orange,Average,26,India
Oh Buoy,Noida,"Plot E-94, Near HCL Office, Sector 125, Noida",Sector 125,77.3323527,28.5486721,"Mexican, Italian, Fast Food",550,Indian Rupees(Rs.),No,No,No,2,3.4,Orange,Average,55,India
Caffeinated,Noida,"Near Amity University, Sector 125, Noida",Sector 125,77.3323449,28.5493943,Beverages,200,Indian Rupees(Rs.),No,No,No,1,3.9,Yellow,Good,64,India
Sam and Scrooge,Noida,"F-7, Gopalji Mart, Near Jaypee Hospital, Sector 128, Near Sector 125, Noida",Sector 125,77.3714268,28.516344,"Continental, Mexican, American, Fast Food, Italian, Chinese",550,Indian Rupees(Rs.),No,Yes,No,2,3.9,Yellow,Good,132,India
Tpot,Noida,"A-14, Eco Towers, Sector 125, Noida",Sector 125,77.3306028,28.5445167,Cafe,400,Indian Rupees(Rs.),No,Yes,No,1,3.6,Yellow,Good,20,India
Hunger's Hub,Noida,"Opposite HCL, Near Amity University, Sector 125, Noida",Sector 125,77.3317111,28.5488666,"Chinese, Fast Food",200,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,0,India
Modi's Baker's Zone,Noida,"Plot 3 A, Sector 126, Nea, Sector 125, Noida",Sector 125,77.3297035,28.5472559,"Bakery, Fast Food, Chinese",400,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,0,India
The Flip On Wheel,Noida,"Near Amity University, Sector 125, Noida",Sector 125,77.3323016,28.5494133,"North Indian, Fast Food",400,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,1,India
Big Biryani,Noida,"Opposite HCL, Sector 127, Noida",Sector 127,77.3323947,28.5493919,"Biryani, Mughlai",300,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,1,India
Aroma,Noida,"Shop 2, Paras Tierea, Sector 137, Near Sector 132, Noida",Sector 132,77.4133126,28.5074459,"South Indian, North Indian, Street Food",300,Indian Rupees(Rs.),No,No,No,1,3.0,Orange,Average,4,India
Bawarchi,Noida,"Sector 134, Near Sector 132, Noida",Sector 132,0.0,0.0,"North Indian, Mughlai, Fast Food",450,Indian Rupees(Rs.),No,No,No,1,2.9,Orange,Average,5,India
